EmployeeNumber,Age,Age_Group,Gender,Department,JobRole,BusinessTravel,DistanceFromHome,Education,EducationField,JobLevel,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,MonthlyIncome,Salary_Band,OverTime,TotalWorkingYears,Experience_Band,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,PercentSalaryHike,PerformanceRating,StockOptionLevel,MaritalStatus,Attrition
1188,43,35-44,Female,Sales,"Sales Executive",Travel_Rarely,9,3,Marketing,2,3,1,2,2,5346,Medium,No,7,"6-10 Years",4,3,1,3,8,2,13,3,0,Single,Yes
1190,32,25-34,Female,Sales,"Sales Representative",Non-Travel,2,1,"Life Sciences",1,1,3,3,3,2827,Low,No,1,"0-2 Years",1,0,0,0,1,3,12,3,3,Divorced,No
1191,56,55+,Female,"Research & Development",Manager,Travel_Rarely,4,4,"Technical Degree",5,1,4,4,3,19943,"Very High",No,28,"20+ Years",5,2,4,2,4,2,13,3,1,Divorced,No
1192,29,25-34,Female,"Research & Development","Laboratory Technician",Travel_Rarely,6,1,Medical,1,4,2,1,3,3131,Medium,No,10,"6-10 Years",10,8,0,8,1,5,13,3,1,Married,No
1193,19,"Under 25",Male,"Research & Development","Research Scientist",Travel_Rarely,9,2,"Life Sciences",1,1,3,3,3,2552,Low,No,1,"0-2 Years",1,1,0,0,1,4,25,4,0,Single,No
1195,45,45-54,Female,"Research & Development","Research Scientist",Travel_Rarely,7,3,Medical,1,3,1,3,2,4477,Medium,Yes,7,"6-10 Years",3,2,0,2,4,2,19,3,1,Married,No
1196,37,35-44,Female,"Research & Development","Manufacturing Director",Travel_Rarely,1,3,"Life Sciences",2,4,4,2,2,6474,High,No,14,"11-20 Years",14,8,3,11,1,2,13,3,1,Married,No
1198,20,"Under 25",Male,"Research & Development","Laboratory Technician",Travel_Rarely,3,3,"Life Sciences",1,3,1,1,2,3033,Medium,No,2,"0-2 Years",2,2,1,2,1,2,12,3,0,Single,No
1200,44,35-44,Male,"Research & Development","Research Scientist",Travel_Rarely,10,4,"Life Sciences",1,3,3,3,3,2936,Low,Yes,6,"6-10 Years",6,4,0,2,1,4,11,3,0,Single,Yes
1201,53,45-54,Female,"Research & Development",Manager,Travel_Rarely,7,2,Medical,5,3,4,2,3,18606,"Very High",No,26,"20+ Years",7,7,4,7,3,6,18,3,1,Divorced,No
1202,29,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,15,1,"Life Sciences",1,4,2,1,2,2168,Low,Yes,6,"6-10 Years",5,4,1,3,0,2,18,3,1,Married,No
1203,22,"Under 25",Male,"Research & Development","Research Scientist",Travel_Frequently,3,4,"Life Sciences",1,4,3,2,3,2853,Low,Yes,1,"0-2 Years",0,0,0,0,0,5,11,3,1,Married,Yes
1204,46,45-54,Female,Sales,Manager,Travel_Rarely,2,3,Marketing,4,1,3,1,3,17048,"Very High",No,28,"20+ Years",26,15,15,9,8,2,23,4,0,Married,No
1206,44,35-44,Male,"Research & Development","Research Scientist",Non-Travel,17,3,"Life Sciences",1,3,4,4,3,2290,Low,No,6,"6-10 Years",0,0,0,0,2,3,13,3,0,Single,No
1207,33,25-34,Male,"Human Resources","Human Resources",Travel_Rarely,2,3,"Human Resources",1,3,2,4,3,3600,Medium,No,5,"3-5 Years",5,4,1,4,1,2,13,3,1,Married,No
1210,41,35-44,Male,"Research & Development","Research Scientist",Non-Travel,5,2,"Life Sciences",1,1,1,1,1,2107,Low,No,5,"3-5 Years",1,0,0,0,6,2,17,3,1,Divorced,Yes
1211,30,25-34,Male,Sales,"Sales Executive",Travel_Rarely,29,4,"Life Sciences",2,1,3,3,3,4115,Medium,No,8,"6-10 Years",4,3,0,3,8,3,19,3,3,Divorced,No
1212,40,35-44,Male,Sales,"Sales Executive",Travel_Frequently,2,4,Medical,2,2,2,4,3,4327,Medium,No,5,"3-5 Years",0,0,0,0,5,2,12,3,3,Married,No
1215,50,45-54,Female,"Research & Development",Manager,Travel_Frequently,2,3,Medical,4,1,4,3,3,17856,"Very High",No,32,"20+ Years",2,2,2,2,2,3,22,4,1,Married,No
1216,28,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,19,4,Medical,1,1,4,3,3,3196,Medium,No,6,"6-10 Years",6,5,3,3,1,2,12,3,3,Married,No
1217,46,45-54,Male,"Research & Development","Research Director",Travel_Rarely,15,2,"Life Sciences",5,2,4,1,3,19081,"Very High",No,25,"20+ Years",4,2,0,3,5,2,11,3,1,Married,No
1218,35,35-44,Male,Sales,"Sales Executive",Travel_Rarely,17,4,"Life Sciences",2,1,3,4,3,8966,High,Yes,15,"11-20 Years",7,7,1,7,3,2,15,3,3,Married,No
1219,24,"Under 25",Female,"Research & Development","Laboratory Technician",Travel_Rarely,17,2,"Life Sciences",1,2,4,1,1,2210,Low,No,1,"0-2 Years",1,0,0,0,1,3,13,3,1,Married,Yes
1220,33,25-34,Female,Sales,"Sales Executive",Travel_Frequently,25,3,Medical,2,3,2,1,2,4539,Medium,No,10,"6-10 Years",10,7,0,1,1,3,12,3,1,Married,No
1221,36,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,6,4,"Life Sciences",1,3,3,3,3,2741,Low,No,7,"6-10 Years",7,7,1,7,1,4,14,3,1,Divorced,No
1224,30,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,7,4,"Life Sciences",2,3,3,1,2,3491,Medium,No,10,"6-10 Years",10,7,8,9,1,4,13,3,3,Divorced,No
1225,44,35-44,Male,"Research & Development","Research Scientist",Travel_Rarely,29,4,Other,2,4,4,2,3,4541,Medium,No,20,"11-20 Years",20,11,13,17,1,3,25,4,0,Single,No
1226,20,"Under 25",Male,Sales,"Sales Representative",Travel_Rarely,21,3,Marketing,1,4,3,4,3,2678,Low,No,2,"0-2 Years",2,1,2,2,1,2,17,3,0,Single,No
1228,46,45-54,Male,"Research & Development","Manufacturing Director",Travel_Rarely,2,4,"Technical Degree",2,4,4,3,2,7379,High,No,12,"11-20 Years",6,3,1,4,2,3,11,3,1,Divorced,No
1231,42,35-44,Male,"Human Resources","Human Resources",Non-Travel,2,5,Medical,2,1,4,1,4,6272,High,No,10,"6-10 Years",4,3,0,3,7,3,16,3,1,Married,No
1233,60,55+,Male,Sales,"Sales Executive",Travel_Rarely,7,4,Marketing,2,4,2,2,3,5220,Medium,Yes,12,"11-20 Years",11,7,1,9,0,3,18,3,1,Divorced,No
1234,32,25-34,Female,"Research & Development","Laboratory Technician",Travel_Frequently,13,3,Other,1,2,3,3,3,2743,Low,No,2,"0-2 Years",2,2,2,2,1,2,20,4,1,Married,No
1235,32,25-34,Female,"Research & Development","Research Scientist",Travel_Frequently,2,2,"Life Sciences",2,3,4,4,3,4998,Medium,Yes,10,"6-10 Years",8,7,0,7,4,2,14,3,0,Single,No
1237,36,35-44,Female,"Research & Development","Manufacturing Director",Travel_Rarely,1,3,"Technical Degree",3,1,3,3,3,10252,"Very High",Yes,17,"11-20 Years",7,7,7,7,2,2,21,4,1,Divorced,No
1238,33,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,9,3,Medical,1,4,1,2,3,2781,Low,No,15,"11-20 Years",14,10,4,10,0,5,13,3,1,Married,No
1239,40,35-44,Female,Sales,"Sales Executive",Travel_Rarely,10,3,"Technical Degree",2,2,2,2,4,6852,High,No,7,"6-10 Years",5,1,1,3,7,2,12,3,1,Divorced,No
1240,25,25-34,Male,Sales,"Sales Executive",Travel_Rarely,10,4,"Life Sciences",2,4,3,2,3,4950,Medium,No,5,"3-5 Years",4,3,1,1,0,4,14,3,0,Single,No
1241,30,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,1,3,Medical,1,2,4,1,3,3579,Medium,Yes,12,"11-20 Years",11,9,5,7,0,2,21,4,1,Married,No
1242,42,35-44,Female,"Research & Development","Research Director",Travel_Frequently,26,5,Medical,3,1,1,3,3,13191,"Very High",Yes,20,"11-20 Years",1,0,0,0,3,6,17,3,0,Married,No
1243,35,35-44,Female,Sales,"Sales Executive",Non-Travel,8,2,Marketing,3,4,3,2,2,10377,"Very High",Yes,16,"11-20 Years",13,2,4,12,4,6,11,3,1,Married,No
1244,27,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,14,3,"Life Sciences",1,1,1,4,2,2235,Low,Yes,9,"6-10 Years",9,7,6,8,1,3,14,3,2,Married,No
1245,54,45-54,Female,"Research & Development","Manufacturing Director",Travel_Frequently,1,4,"Life Sciences",3,3,4,1,1,10502,"Very High",No,33,"20+ Years",5,4,1,4,7,2,17,3,1,Divorced,No
1246,44,35-44,Female,"Research & Development","Research Scientist",Travel_Rarely,2,1,"Life Sciences",1,4,1,4,3,2011,Low,No,10,"6-10 Years",10,5,7,7,1,5,13,3,1,Married,No
1248,19,"Under 25",Female,"Research & Development","Research Scientist",Non-Travel,10,3,Medical,1,2,1,2,4,1859,Low,Yes,1,"0-2 Years",1,1,0,0,1,2,25,4,0,Single,Yes
1249,29,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,1,3,"Life Sciences",1,4,1,1,3,3760,Medium,No,3,"3-5 Years",3,2,1,2,1,5,15,3,3,Divorced,No
1250,54,45-54,Male,"Research & Development","Research Director",Travel_Rarely,3,3,"Life Sciences",4,4,4,1,3,17779,"Very High",No,36,"20+ Years",10,9,0,9,3,2,14,3,0,Married,No
1251,31,25-34,Male,"Research & Development","Healthcare Representative",Travel_Rarely,11,2,Medical,2,1,3,4,2,6833,High,Yes,6,"6-10 Years",6,5,0,1,1,2,12,3,0,Married,No
1252,31,25-34,Female,"Research & Development","Healthcare Representative",Travel_Rarely,24,3,Medical,2,1,3,2,3,6812,High,No,10,"6-10 Years",10,9,1,8,1,2,19,3,0,Single,No
1254,59,55+,Female,Sales,"Sales Executive",Travel_Rarely,3,3,"Life Sciences",2,4,3,4,3,5171,Medium,No,13,"11-20 Years",6,1,0,5,5,2,17,3,0,Single,No
1255,43,35-44,Male,"Research & Development","Research Director",Travel_Rarely,3,3,"Life Sciences",5,4,3,2,3,19740,"Very High",No,25,"20+ Years",8,7,0,7,3,2,14,3,1,Married,No
1256,49,45-54,Male,"Research & Development",Manager,Travel_Rarely,4,2,Medical,5,3,1,3,4,18711,"Very High",No,23,"20+ Years",1,0,0,0,2,2,13,3,1,Married,No
1257,36,35-44,Male,"Research & Development","Research Scientist",Travel_Frequently,3,3,"Technical Degree",1,2,3,3,2,3692,Medium,No,12,"11-20 Years",11,10,0,7,1,2,12,3,0,Married,No
1258,48,45-54,Male,"Research & Development","Laboratory Technician",Travel_Rarely,2,2,"Technical Degree",1,2,4,3,2,2559,Low,No,7,"6-10 Years",1,0,0,0,5,4,11,3,0,Single,No
1259,27,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,4,2,"Life Sciences",1,3,1,2,3,2517,Low,No,5,"3-5 Years",5,3,0,3,1,2,11,3,3,Divorced,No
1260,29,25-34,Male,"Research & Development","Healthcare Representative",Travel_Rarely,7,3,"Life Sciences",2,4,3,2,3,6623,High,Yes,6,"6-10 Years",6,0,1,0,1,2,11,3,2,Divorced,No
1263,48,45-54,Male,"Research & Development","Research Director",Travel_Rarely,1,3,"Life Sciences",5,4,4,3,4,18265,"Very High",No,25,"20+ Years",1,0,0,0,6,3,12,3,0,Single,No
1264,29,25-34,Female,"Research & Development","Research Director",Travel_Rarely,1,3,"Life Sciences",4,4,4,2,2,16124,"Very High",No,9,"6-10 Years",7,7,1,7,3,2,14,3,2,Divorced,No
1265,34,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,20,3,"Technical Degree",1,3,3,4,2,2585,Low,No,2,"0-2 Years",1,0,0,0,0,5,17,3,0,Married,No
1267,44,35-44,Male,Sales,Manager,Travel_Rarely,5,3,Marketing,5,2,2,3,3,18213,"Very High",No,26,"20+ Years",22,9,3,10,7,5,11,3,1,Married,No
1268,33,25-34,Male,Sales,"Sales Executive",Travel_Rarely,10,5,Marketing,3,3,4,4,3,8380,High,Yes,10,"6-10 Years",9,8,0,8,0,3,14,3,2,Divorced,No
1269,19,"Under 25",Female,"Research & Development","Research Scientist",Travel_Rarely,25,3,"Life Sciences",1,4,2,4,3,2994,Low,Yes,1,"0-2 Years",1,0,0,1,1,2,12,3,0,Single,No
1270,23,"Under 25",Male,"Research & Development","Research Scientist",Travel_Rarely,1,2,"Life Sciences",1,3,4,4,3,1223,Low,No,1,"0-2 Years",1,0,0,1,1,2,22,4,1,Married,No
1273,25,25-34,Male,Sales,"Sales Representative",Travel_Frequently,24,1,"Life Sciences",1,4,3,4,3,1118,Low,Yes,1,"0-2 Years",1,0,1,0,1,4,14,3,0,Single,Yes
1275,26,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,4,2,"Life Sciences",1,4,3,2,2,2875,Low,Yes,8,"6-10 Years",8,5,2,2,1,2,20,4,0,Single,No
1277,45,45-54,Female,Sales,Manager,Travel_Rarely,2,3,Marketing,5,2,1,1,3,18824,"Very High",Yes,26,"20+ Years",24,10,1,11,2,2,16,3,0,Single,Yes
1278,55,55+,Male,"Research & Development","Healthcare Representative",Non-Travel,8,1,Medical,4,2,4,4,3,13577,"Very High",Yes,34,"20+ Years",33,9,15,0,1,3,15,3,1,Divorced,No
1279,21,"Under 25",Female,"Research & Development","Laboratory Technician",Travel_Frequently,10,2,"Life Sciences",1,3,1,3,1,2625,Low,No,2,"0-2 Years",2,2,2,2,1,2,20,4,0,Single,Yes
1280,46,45-54,Female,Sales,Manager,Travel_Rarely,4,2,Marketing,5,2,4,3,3,18789,"Very High",No,26,"20+ Years",11,4,0,8,2,2,14,3,1,Married,No
1281,34,25-34,Female,Sales,"Sales Executive",Travel_Rarely,2,3,Marketing,2,1,3,4,3,4538,Medium,Yes,4,"3-5 Years",3,2,0,2,0,3,12,3,0,Single,No
1282,51,45-54,Male,Sales,Manager,Travel_Frequently,9,3,"Life Sciences",5,2,4,1,2,19847,"Very High",Yes,31,"20+ Years",29,10,11,10,4,5,24,4,1,Divorced,No
1283,59,55+,Male,"Research & Development","Manufacturing Director",Travel_Rarely,18,4,Medical,3,4,4,4,2,10512,"Very High",No,25,"20+ Years",9,7,5,4,6,6,12,3,0,Single,No
1285,34,25-34,Female,"Research & Development","Laboratory Technician",Travel_Frequently,19,3,Medical,2,2,3,3,4,4444,Medium,No,15,"11-20 Years",11,8,5,10,4,2,13,3,2,Divorced,No
1286,28,25-34,Male,"Research & Development","Laboratory Technician",Travel_Frequently,1,4,Medical,1,3,4,3,2,2154,Low,Yes,5,"3-5 Years",4,2,0,2,0,2,11,3,0,Single,No
1288,44,35-44,Male,"Research & Development",Manager,Travel_Rarely,4,2,"Life Sciences",5,1,3,4,2,19190,"Very High",No,26,"20+ Years",25,9,14,13,1,4,14,3,2,Divorced,No
1289,34,25-34,Male,"Human Resources","Human Resources",Travel_Frequently,11,3,"Life Sciences",2,2,3,4,4,4490,Medium,No,14,"11-20 Years",10,9,1,8,4,5,11,3,2,Married,No
1291,35,35-44,Male,"Research & Development","Research Scientist",Travel_Rarely,6,1,"Life Sciences",1,3,3,4,3,3506,Medium,Yes,4,"3-5 Years",3,2,2,2,0,3,14,3,0,Married,No
1292,42,35-44,Female,"Research & Development","Research Scientist",Travel_Rarely,7,4,Medical,2,2,2,4,3,2372,Low,Yes,18,"11-20 Years",1,0,0,0,6,2,16,3,0,Married,No
1293,43,35-44,Female,Sales,"Sales Executive",Travel_Rarely,4,4,Marketing,3,4,4,4,4,10231,"Very High",No,23,"20+ Years",21,7,15,17,3,3,14,3,0,Single,No
1294,36,35-44,Female,"Research & Development","Manufacturing Director",Travel_Rarely,2,4,"Life Sciences",2,2,3,4,3,5410,Medium,Yes,18,"11-20 Years",16,14,5,12,9,2,11,3,0,Single,No
1295,44,35-44,Female,"Research & Development","Healthcare Representative",Travel_Rarely,15,3,Medical,3,4,1,4,3,7978,High,No,10,"6-10 Years",10,7,0,5,1,2,11,3,1,Married,Yes
1296,28,25-34,Male,"Research & Development","Laboratory Technician",Travel_Frequently,2,3,"Life Sciences",1,4,4,2,3,3867,Medium,Yes,2,"0-2 Years",2,2,2,2,1,2,12,3,1,Married,No
1297,51,45-54,Female,"Research & Development","Laboratory Technician",Travel_Frequently,6,2,Medical,1,3,2,2,2,2838,Low,No,8,"6-10 Years",7,0,7,7,0,6,14,3,0,Single,No
1298,30,25-34,Female,"Research & Development","Manufacturing Director",Non-Travel,9,2,Medical,2,3,3,3,3,4695,Medium,Yes,10,"6-10 Years",8,4,1,7,7,3,18,3,0,Single,No
1299,29,25-34,Female,"Research & Development","Laboratory Technician",Travel_Rarely,7,3,"Technical Degree",1,3,2,1,3,3339,Medium,Yes,10,"6-10 Years",7,7,7,7,3,2,13,3,2,Divorced,Yes
1301,28,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,1,3,"Technical Degree",1,1,4,2,2,2080,Low,No,5,"3-5 Years",3,2,1,2,2,2,11,3,0,Single,No
1303,25,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,1,3,Medical,1,2,4,4,2,2096,Low,No,2,"0-2 Years",2,2,2,1,1,3,18,3,0,Single,No
1304,32,25-34,Male,Sales,"Sales Executive",Travel_Rarely,8,3,Medical,2,4,3,3,4,6209,High,No,10,"6-10 Years",10,7,0,8,1,4,15,3,2,Married,No
1306,45,45-54,Female,"Research & Development",Manager,Travel_Frequently,25,3,Medical,5,2,2,3,3,18061,"Very High",No,22,"20+ Years",0,0,0,0,3,4,22,4,0,Single,No
1307,39,35-44,Female,"Research & Development",Manager,Travel_Rarely,13,4,Medical,4,2,3,4,3,17123,"Very High",Yes,21,"20+ Years",19,9,15,2,6,4,13,3,2,Divorced,No
1308,58,55+,Male,"Research & Development","Research Scientist",Travel_Rarely,23,4,"Life Sciences",1,3,1,4,3,2372,Low,No,2,"0-2 Years",2,2,2,2,1,3,12,3,2,Divorced,No
1309,32,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,7,2,"Life Sciences",2,3,4,1,3,4883,Medium,No,10,"6-10 Years",10,4,1,1,1,3,18,3,1,Married,Yes
1310,39,35-44,Male,"Research & Development","Research Scientist",Travel_Rarely,23,3,Medical,1,1,3,1,3,3904,Medium,No,6,"6-10 Years",5,2,0,3,0,2,13,3,0,Single,Yes
1311,30,25-34,Female,"Research & Development","Laboratory Technician",Travel_Rarely,6,3,"Technical Degree",2,4,1,1,3,4627,Medium,No,10,"6-10 Years",9,2,6,7,0,6,12,3,1,Married,No
1312,36,35-44,Female,"Research & Development","Healthcare Representative",Travel_Rarely,10,4,"Technical Degree",3,3,4,1,3,7094,High,No,10,"6-10 Years",7,7,1,7,3,0,12,3,0,Married,No
1314,46,45-54,Female,"Human Resources","Human Resources",Travel_Rarely,1,2,"Life Sciences",1,1,4,3,4,3423,Medium,No,10,"6-10 Years",7,6,5,7,6,3,12,3,0,Single,No
1315,28,25-34,Female,"Research & Development","Laboratory Technician",Non-Travel,1,3,"Life Sciences",2,4,3,1,3,6674,High,No,10,"6-10 Years",9,8,7,5,0,6,11,3,3,Married,No
1317,50,45-54,Female,"Research & Development","Research Director",Travel_Rarely,28,3,"Life Sciences",4,1,4,2,3,16880,"Very High",Yes,25,"20+ Years",3,2,1,2,4,2,11,3,0,Married,No
1318,40,35-44,Male,Sales,"Sales Executive",Travel_Rarely,25,4,Marketing,3,2,4,3,3,9094,High,Yes,9,"6-10 Years",5,4,1,0,2,2,12,3,0,Single,Yes
1319,52,45-54,Male,Sales,"Sales Executive",Travel_Rarely,5,3,"Life Sciences",3,2,2,3,2,8446,High,Yes,10,"6-10 Years",8,7,7,7,9,2,19,3,0,Single,Yes
1321,30,25-34,Female,"Research & Development",Manager,Travel_Rarely,17,4,Medical,3,1,2,4,3,11916,"Very High",Yes,9,"6-10 Years",9,1,0,8,1,2,23,4,2,Married,No
1322,39,35-44,Male,"Research & Development","Manufacturing Director",Travel_Rarely,18,2,"Life Sciences",2,3,1,1,3,4534,Medium,No,9,"6-10 Years",8,7,1,7,0,6,11,3,0,Single,No
1324,31,25-34,Female,Sales,"Sales Executive",Non-Travel,2,4,"Life Sciences",3,3,4,1,2,9852,High,Yes,10,"6-10 Years",10,8,9,6,1,5,19,3,1,Divorced,No
1329,41,35-44,Male,Sales,"Sales Executive",Non-Travel,10,2,Medical,2,2,3,1,3,6151,High,No,19,"11-20 Years",19,2,11,9,1,4,13,3,0,Single,No
1331,31,25-34,Female,Sales,"Sales Representative",Travel_Frequently,1,3,"Life Sciences",1,2,4,1,4,2302,Low,Yes,3,"3-5 Years",3,2,2,2,1,2,11,3,0,Single,Yes
1333,44,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,3,3,"Life Sciences",1,1,1,3,4,2362,Low,No,10,"6-10 Years",3,2,1,2,4,4,12,3,0,Married,Yes
1334,42,35-44,Male,"Research & Development",Manager,Non-Travel,2,1,"Life Sciences",4,3,3,4,2,17861,"Very High",Yes,21,"20+ Years",20,8,2,10,0,3,13,3,0,Married,No
1336,55,55+,Female,"Research & Development",Manager,Travel_Rarely,2,2,Medical,5,3,4,4,3,19187,"Very High",No,23,"20+ Years",19,9,9,11,4,5,14,3,1,Married,No
1338,56,55+,Male,"Human Resources",Manager,Travel_Rarely,8,4,"Life Sciences",5,2,4,1,3,19717,"Very High",No,36,"20+ Years",7,3,7,7,6,4,14,3,0,Single,No
1340,40,35-44,Male,"Research & Development","Research Scientist",Non-Travel,16,2,"Life Sciences",1,3,3,2,3,3544,Medium,No,6,"6-10 Years",4,2,0,0,9,0,16,3,1,Divorced,No
1344,34,25-34,Male,"Research & Development","Healthcare Representative",Travel_Rarely,9,3,"Life Sciences",3,4,4,4,2,8500,High,No,10,"6-10 Years",9,7,1,6,0,0,11,3,1,Divorced,No
1346,40,35-44,Male,"Research & Development","Research Scientist",Travel_Rarely,2,3,"Life Sciences",2,4,3,3,3,4661,Medium,No,9,"6-10 Years",9,8,8,8,1,4,13,3,0,Single,No
1349,41,35-44,Female,Sales,"Sales Executive",Travel_Frequently,1,3,Marketing,2,1,3,4,3,4103,Medium,No,10,"6-10 Years",9,3,1,7,0,2,17,3,1,Divorced,No
1350,35,35-44,Male,"Research & Development","Research Scientist",Travel_Frequently,4,4,"Life Sciences",2,3,3,2,3,4249,Medium,Yes,9,"6-10 Years",9,6,1,1,1,3,11,3,0,Single,No
1352,51,45-54,Male,"Human Resources",Manager,Travel_Rarely,5,3,"Life Sciences",4,2,3,2,3,14026,"Very High",Yes,33,"20+ Years",33,9,0,10,1,2,11,3,1,Divorced,No
1355,38,35-44,Female,Sales,"Sales Executive",Travel_Rarely,2,2,"Life Sciences",2,1,2,4,3,6893,High,No,11,"11-20 Years",7,7,1,7,3,3,15,3,1,Divorced,No
1356,34,25-34,Female,Sales,"Sales Executive",Travel_Rarely,15,2,Medical,2,1,3,4,4,6125,High,No,10,"6-10 Years",10,8,9,6,1,6,12,3,0,Single,No
1358,25,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,19,1,Medical,1,4,4,3,2,3669,Medium,No,7,"6-10 Years",3,2,1,2,3,6,11,3,3,Married,No
1360,58,55+,Female,"Research & Development","Manufacturing Director",Travel_Rarely,7,4,Medical,3,1,3,4,2,10008,"Very High",Yes,31,"20+ Years",10,9,5,9,7,0,14,3,0,Married,Yes
1361,40,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,1,4,"Life Sciences",1,2,2,3,3,2387,Low,No,7,"6-10 Years",4,2,0,3,3,3,22,4,1,Married,No
1362,36,35-44,Female,Sales,"Sales Executive",Travel_Frequently,7,3,Marketing,2,1,1,4,2,4639,Medium,No,17,"11-20 Years",15,7,6,13,2,2,16,3,1,Married,No
1363,48,45-54,Male,"Research & Development","Manufacturing Director",Travel_Rarely,4,3,"Life Sciences",3,4,4,3,3,7898,High,No,11,"11-20 Years",10,9,0,8,1,2,11,3,0,Single,No
1364,27,25-34,Female,Sales,"Sales Representative",Travel_Rarely,11,3,Medical,1,4,3,2,3,2534,Low,No,5,"3-5 Years",1,0,0,0,8,4,14,3,1,Married,No
1367,51,45-54,Female,"Research & Development","Manufacturing Director",Travel_Rarely,11,2,"Technical Degree",4,2,4,2,2,13142,"Very High",No,29,"20+ Years",5,2,0,3,3,1,16,3,0,Single,No
1368,18,"Under 25",Female,"Research & Development","Laboratory Technician",Non-Travel,1,3,"Life Sciences",1,4,4,3,4,1611,Low,No,0,"0-2 Years",0,0,0,0,1,5,15,3,0,Single,No
1369,35,35-44,Female,"Research & Development","Laboratory Technician",Travel_Rarely,1,3,Medical,2,4,4,2,3,5363,Medium,No,10,"6-10 Years",9,7,0,0,0,0,12,3,1,Married,No
1371,27,25-34,Male,Sales,"Sales Executive",Travel_Frequently,2,1,"Life Sciences",2,4,4,2,3,5071,Medium,No,8,"6-10 Years",6,2,0,0,3,3,20,4,0,Single,No
1372,55,55+,Male,Sales,"Sales Executive",Travel_Rarely,13,4,Marketing,4,3,1,3,2,13695,"Very High",Yes,24,"20+ Years",19,7,3,8,6,2,17,3,0,Single,Yes
1373,56,55+,Male,"Research & Development","Manufacturing Director",Travel_Rarely,23,3,"Life Sciences",4,2,4,1,3,13402,"Very High",Yes,33,"20+ Years",19,16,15,9,4,0,12,3,1,Married,No
1374,34,25-34,Female,"Research & Development","Research Scientist",Non-Travel,26,1,"Technical Degree",1,3,1,3,3,2029,Low,No,5,"3-5 Years",5,4,0,0,1,2,20,4,3,Divorced,No
1375,40,35-44,Female,"Research & Development","Healthcare Representative",Travel_Rarely,2,1,Medical,2,3,2,2,3,6377,High,No,15,"11-20 Years",12,11,11,8,5,0,20,4,3,Divorced,No
1377,34,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,29,3,Medical,2,3,2,1,3,5429,Medium,No,10,"6-10 Years",8,7,7,7,4,1,13,3,2,Married,No
1379,31,25-34,Female,Sales,"Sales Representative",Travel_Frequently,2,3,"Life Sciences",1,4,3,3,4,2785,Low,No,3,"3-5 Years",1,0,0,0,7,3,14,3,0,Single,Yes
1380,35,35-44,Female,Sales,"Sales Executive",Travel_Frequently,18,4,Marketing,2,3,4,3,2,4614,Medium,Yes,5,"3-5 Years",4,2,3,2,0,0,18,3,1,Married,Yes
1382,38,35-44,Male,"Research & Development","Research Scientist",Travel_Frequently,7,3,"Life Sciences",1,3,4,4,3,2610,Low,No,4,"3-5 Years",4,2,0,3,1,2,11,3,3,Divorced,No
1383,34,25-34,Female,"Research & Development","Healthcare Representative",Travel_Rarely,2,4,"Technical Degree",2,4,3,4,4,6687,High,No,14,"11-20 Years",14,11,4,11,1,2,11,3,0,Single,No
1387,28,25-34,Male,Sales,"Sales Executive",Travel_Rarely,26,3,"Life Sciences",2,1,3,3,3,4724,Medium,No,5,"3-5 Years",5,3,0,4,1,0,11,3,1,Married,No
1389,31,25-34,Male,"Research & Development","Manufacturing Director",Travel_Rarely,22,4,Medical,2,3,4,4,2,6179,High,Yes,10,"6-10 Years",10,2,6,7,1,3,15,3,2,Married,Yes
1390,39,35-44,Male,Sales,"Sales Executive",Travel_Rarely,21,4,"Life Sciences",2,4,1,4,4,6120,High,Yes,8,"6-10 Years",5,4,1,4,3,2,12,3,2,Married,No
1391,51,45-54,Male,Sales,"Sales Executive",Travel_Frequently,2,3,Marketing,3,2,2,2,3,10596,"Very High",No,14,"11-20 Years",4,2,3,2,2,5,11,3,0,Married,No
1392,41,35-44,Female,"Research & Development","Research Scientist",Travel_Frequently,22,3,"Life Sciences",2,4,4,1,2,5467,Medium,Yes,12,"11-20 Years",6,2,3,3,3,4,14,3,2,Divorced,No
